Thu Aug 30 19:10:30 +0000 2018,SO excited to use @BittrexExchange with the upcoming @Cardano pair.#ADA $ADA Can. Not. Wait. @jasonappleton -- almo… https://t.co/PxJRw9CKTd,0
Thu Aug 30 16:12:03 +0000 2018,Top story: Why You Need a Physical Vault to Secure a Virtual Currency | WIRED https://t.co/i6GcJjuMgX  see more https://t.co/sZIWBqpgm6,0
