Tue Aug 28 19:11:58 +0000 2018,Dash is #6 traded Crypto in volume w/ only ranking #14 in market cap. Dash constantly ranks right under $LTC w/o ev… https://t.co/avdBMviGvp,4
Tue Aug 28 19:07:44 +0000 2018,@fsblockchain are you aware of the situation in Germany? I'd love to see an overview. Checked a while ago where you… https://t.co/xrgkXAmZIc,0
Tue Aug 28 19:00:40 +0000 2018,Proud to see Prof. David Yermack &amp; the class we teach together at @NYUStern &amp; @nyulaw front &amp; center in @coinbase '… https://t.co/l93RoIgpjo,1
Tue Aug 28 18:53:21 +0000 2018,Proud to see Prof. David Yermack &amp; the class we teach together at @NYUStern &amp; @nyulaw front &amp; center in @coinbase '… https://t.co/l93RoIgpjo,1
