Mon Mar 26 12:10:19 +0000 2018,New video up for #Cardano / #Ada explaining the latest technical report!  https://t.co/ooiq2X8WOC  #blockchain,0
Mon Mar 26 04:26:01 +0000 2018,I liked a @YouTube video https://t.co/Fw8uSx9rh1 Oyster $PRL Airdrop 🤑| Cardano ICO | $ENJ Unity Partnership | Verge $XVG | Wallet,0
