Fri Jan 12 21:36:02 +0000 2018,@PhilakoneCrypto CARDANO &amp; TRON,0
Fri Jan 12 10:12:59 +0000 2018,I liked a @YouTube video https://t.co/kWlSZp0EMO Friday News Roundup - Ripple  Cardano  Cobinhood  Komodo  &amp; Tron,0
