Sat Jun 09 17:02:07 +0000 2018,Coinbase Acquires Financial Services Firm to Become SEC-Regulated Broker Dealer https://t.co/5DBbuWHcNQ,0
Sat Jun 09 16:27:23 +0000 2018,@WeissRatings Is Coinbase adding XRP in their list? I'm    negative. Well  I don't care whether they add it or not.… https://t.co/NIuvDasuDY,0
Sat Jun 09 13:02:05 +0000 2018,Coinbase Set to Clear US Regulatory Hurdles | NewsBTC https://t.co/FPWmmzkaap,0
Sat Jun 09 06:23:07 +0000 2018,Coinbase Acquires Broker-Dealer in ‘Path to List SEC-Regulated Crypto Securities’ | Finance Magnates https://t.co/fqOTyqgSnI,0
