Mon Oct 15 10:02:22 +0000 2018,Crypto Wars – IMF &amp; Zambia V Crypto  Bitcoin Mining for God  Facebook  Cardano Foundation Info News https://t.co/f1i46IpNzj,0
Mon Oct 15 04:41:22 +0000 2018,I liked a @YouTube video https://t.co/gVPdkAkh3k Cardano Open letter &amp; Crypto Headlines,0
