Wed Dec 12 17:40:29 +0000 2018,Cardano man warns that the SEC will come for EOS https://t.co/87B9TZtpD2   #BTC #EOS #FreeToken #Coins,0
Wed Dec 12 15:35:49 +0000 2018,CRYPTO HODL REPORT DAY 14 - #RIPPLE #XRP  #SIACOIN  #PUNDIX  #CARDANO | #CryptoKingJAY https://t.co/6PMUKor2UI,0
