Fri Feb 16 11:14:03 +0000 2018,ETH / ETC coins will both rock in 2018!!!   ✅Binance (trade ETH and ETC here )  🚀   Trade $eth #etc  CLICK ▶️… https://t.co/Sv0YCCm8mt,0
Fri Feb 16 01:13:04 +0000 2018,TELL ME YOUR FAVOURITE CRYPTO  BAGS?  I trade here ;-) https://t.co/Ulm0EgFJ2J https://t.co/jMA4HcAv0L   👍🏽  $WAX… https://t.co/bykRd9UIZT,0
