Tue Feb 20 19:10:30 +0000 2018,Golem♂ Rock Throw/Earthquake (IV: 49% - CP: 2517 - L: 35) until 02:40:10pm https://t.co/BdfWY4J4SV,0
Tue Feb 20 00:39:15 +0000 2018,@shadowversegame @RiasWaifu Snipe face &gt; Shift &gt; Assault &gt; Golem+evo &gt; Sword on Golem &gt; End turn Golem + evo &gt; Gole… https://t.co/facjoqFoW6,0
