Mon Apr 16 11:45:52 +0000 2018,1 Golem 22 Bowlers 1 pekka Distroy Max Th11 War Base | Clash Of Clans |: https://t.co/7i4r9mS8Df qua @YouTube,0
Mon Apr 16 08:45:01 +0000 2018,GOBOLALOON|| Golem bowler lava loon | 3 star attack TH9|: https://t.co/v4gCc96kxG qua @YouTube,0
