Mon Nov 12 23:26:59 +0000 2018,@acityinohio @rdegges @coinbase 👋🏼👋🏼 DM me :),0
Mon Nov 12 22:40:39 +0000 2018,Basic Attention Token (BAT) is launching at https://t.co/bCG11KveHS and in the iOS and Android apps within the next… https://t.co/RUxnYxqaGI,546
Mon Nov 12 22:16:57 +0000 2018,The Times 11/Nov/2018 Coinbase on brink of surpassing Bitcoin energy usage https://t.co/Hghj1zyU3v,12
Mon Nov 12 22:07:39 +0000 2018,10 years ago today  something big happened. We were inspired to take a look back at some of the technologies we now… https://t.co/2jqoACqNz0,562
Mon Nov 12 22:05:40 +0000 2018,10 years ago today  something big happened. We were inspired to take a look back at some of the technologies we now… https://t.co/2jqoACqNz0,562
Mon Nov 12 21:29:41 +0000 2018,BAT is now live at https://t.co/bCG11KveHS and in the Coinbase iOS and Android apps. Coinbase customers can log in… https://t.co/6263wxqdw9,626
Mon Nov 12 21:29:34 +0000 2018,Basic Attention Token (BAT) is launching at https://t.co/bCG11KveHS and in the iOS and Android apps within the next… https://t.co/RUxnYxqaGI,546
Mon Nov 12 20:45:44 +0000 2018,There's a big gap between the #cryptocurious and the hodlers out there. Coinbase CEO @brian_armstrong welcomes newc… https://t.co/KAZyIGLgrl,729
Mon Nov 12 20:40:18 +0000 2018,Time for #Zilliqa to climb out the hole they’ve dug themselves  https://t.co/hv4TKljMG8  #bitcoin #btc #zil #scilla… https://t.co/HchWZaabDG,0
Mon Nov 12 20:21:42 +0000 2018,@timallenwagner @ben11kehoe @coinbase Very interesting. Start meetings silently collaborating in docs prior to discussion?,0
Mon Nov 12 19:21:41 +0000 2018,The worst misses I had in hand: -Coinbase -Gitlab -Rappi https://t.co/LG4J0QrGiK,4
Mon Nov 12 19:10:17 +0000 2018,@danheld When they buy $20 of BTC on Coinbase. 🌝,0
Mon Nov 12 18:20:26 +0000 2018,BAT is now live at https://t.co/bCG11KveHS and in the Coinbase iOS and Android apps. Coinbase customers can log in… https://t.co/6263wxqdw9,626
