Fri Dec 07 20:07:34 +0000 2018,Just realized "Galeem" sounds very similar to "Golem"  and he creates an army of golem.  #SmashBros #NintendoSwitch https://t.co/q3qmwERFS3,0
Fri Dec 07 17:19:19 +0000 2018,Among #cryptos with $5M in volume  these 5 have the largest increases in trading vs avg.  Coin |% of normal activit… https://t.co/tSUmmSo9yO,1
Fri Dec 07 17:14:04 +0000 2018,Among #cryptos with $5M in volume  these 5 have the largest increases in trading vs avg.  Coin |% of normal activit… https://t.co/tSUmmSo9yO,1
