Sat Oct 27 14:19:15 +0000 2018,This is what i want my TL  filled with....... that is all https://t.co/GFV0NJtBHm,116566
Sat Oct 27 11:24:10 +0000 2018,Your Steemit News Minute for today https://t.co/G67QkD51uU &lt;&lt; @DTubeTweets @DtubeDaily $steem $sbd #dtube… https://t.co/TWYByGapWn,4
