Sat Sep 29 06:09:16 +0000 2018,Check out 2018 NYCC New York Comic Con Steem Monsters Promo Card Bitcoin Tenacious Toys  https://t.co/5x7wJ70wxG via @eBay,0
Sat Sep 29 03:45:55 +0000 2018,Went to the thrift shop  walked out with robo-penis! https://t.co/OYgClUxQr7 &lt;&lt;&lt; #starwars #topps #1977… https://t.co/Y6WZDyNV3c,1
Sat Sep 29 03:35:06 +0000 2018,Went to the thrift shop  walked out with robo-penis! https://t.co/OYgClUxQr7 &lt;&lt;&lt; #starwars #topps #1977… https://t.co/Y6WZDyNV3c,1
