Tue Sep 18 21:36:37 +0000 2018,@6ixChainToronto @kin_foundation Ha. Still not convinced. Want a gaming community on there? I think it needs to eit… https://t.co/9pxyb2y7gj,0
Tue Sep 18 20:38:16 +0000 2018,Opening up some @SteemMonsters Beta Packs on @OfficialDLive &gt;&gt;&gt; https://t.co/Ka8XqpZNpk &lt;&lt;&lt; #dlive #steem #steemit… https://t.co/ySc4JcQ6G4,2
Tue Sep 18 20:12:22 +0000 2018,Opening up some @SteemMonsters Beta Packs on @OfficialDLive &gt;&gt;&gt; https://t.co/Ka8XqpZNpk &lt;&lt;&lt; #dlive #steem #steemit… https://t.co/ySc4JcQ6G4,2
